MARCA TEMPORAL;PAÍS;UNIVERSIDAD;OTRA UNIVERSIDAD;GENERO UNIVERSIDAD;¿ESTÁ DE ACUERDO EN QUE SE HAYA MODIFICADO EL MÉTODO DE ESTUDIO PARA LAS CLASES VIRTUALES?;¿ESTÁ DE ACUERDO EN QUE LA CONCENTRACIÓN O ATENCIÓN CON EL ESTUDIO, FUERON ALTERADOS?;¿HA CAMBIADO SU CURIOSIDAD Y MOTIVACIÓN CIENTÍFICA CON LA PANDEMIA?;¿ESTÁ DE ACUERDO EN QUE LOS SENTIMIENTOS (AFECTOS, EMOCIONES) FUERON ALTERADOS POR LA PANDEMIA?;¿CONSIDERA QUE LA SALUD MENTAL PUEDE ALTERAR EL COMPORTAMIENTO EN TODO TIPO DE PERSONA?;¿CONSIDERA QUE SITUACIONES EXTERNAS, PUEDEN DESENCADENAR UN PROBLEMA DE SALUD MENTAL?;ME HE RELACIONADO CON ALGÚN TIPO DE ALTERACIÓN MENTAL EN EL TRANSCURSO DE LA PANDEMIA.;¿CONSIDERA QUE UNA PERSONA CON UNA ALTERACIÓN MENTAL, PUEDE REPRESENTAR UN RIESGO PARA LOS DEMÁS?;¿CONSIDERA QUE EL CONFINAMIENTO LE HA PROPORCIONADO OTRAS ALTERNATIVAS PARA SU NUEVO APRENDIZAJE?;¿ESTÁ DE ACUERDO EN QUE UNA ALTERACIÓN MENTAL, CAUSA RECHAZO SOCIAL?;CONTESTE LA SIGUIENTE PREGUNTA, SOLO SI USTED HA TENIDO UNA ALTERACIÓN EN SU SALUD MENTAL DURANTE LA PANDEMIA Y PUDO HABLAR/COMPARTIR LO QUE LE PASABA(AFECTOS EMOCIONES), CON SUS PARES O SUPERIORES.  ¿EL APOYO EMOCIONAL RECIBIDO DURANTE LA PANDEMIA (POR PARES O SUPERIORES), LE PERMITIÓ MANEJAR SU SALUD MENTAL?;¿CONSIDERA QUE LA PANDEMIA CAMBIÓ SU RENDIMIENTO ACADÉMICO COMO ESTUDIANTE?
2021-07-02 14:21:04.894933;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;4;4;4;4;4;4;4;2;3;3
2021-07-02 14:21:21.135513;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;4;4;3;2;4;2;2;3;2
2021-07-02 14:24:41.965449;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;5;5;5;4;4;4;5;5;1;3
2021-07-02 14:28:22.452167;COLOMBIA;FUNDACION UNIVERSITARIA SAN MATEO;;FEMENINO;3;4;1;5;5;5;4;1;1;4;3;3
2021-07-02 14:31:11.044448;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;2;1;3;4;1;1;3;1;4;1;1
2021-07-02 14:32:06.891384;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;3;1;4;3;2;3;4;3;3;3
2021-07-02 14:32:58.299525;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;5;5;3;4;2;5;4;4;4
2021-07-02 14:34:41.169447;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;4;4;4;4;4;4;4;1;2
2021-07-02 14:35:16.050000;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;1;5;3;5;5;5;5;3;3;5;1;5
2021-07-02 14:37:44.080990;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;2;3;1;1;1;3;3;1;3;3;4
2021-07-02 14:37:55.070513;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;3;5;5;5;4;5;5;3;5;4
2021-07-02 14:44:16.382239;COLOMBIA;UNIVERSIDAD DE SAN BUENAVENTURA;;MASCULINO;2;1;5;5;5;5;5;3;2;4;1;5
2021-07-02 14:45:17.511554;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;5;5;4;1;4;4;4;3;5
2021-07-02 14:46:17.088576;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;5;5;5;5;4;2;4;1;2;2
2021-07-02 14:47:15.870072;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;4;5;4;3;3;5;3;4;2
2021-07-02 14:54:31.092125;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;4;5;1;4;4;3;5;5;5;5;4
2021-07-02 14:57:22.488164;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;2;2;2;2;4;3;2;1;3;3;2;3
2021-07-02 15:07:14.491921;BOLIVIA;UNIVERSIDAD DE SAN FRANCISCO XAVIER DE CHUQUISACA;;MASCULINO;3;4;3;5;5;5;5;2;4;3;2;5
2021-07-02 15:10:44.525559;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;2;4;5;5;4;4;4;4;5;5;1
2021-07-02 15:13:40.381884;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;2;5;5;5;5;1;5;4;4;1;4
2021-07-02 23:53:08.471290;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;1;4;1;5;5;4;1;2;4;5;3;5
2021-07-02 15:14:09.721012;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;5;4;4;2;5;5;4;3;2
2021-07-02 15:15:37.198024;COLOMBIA;FUNDACION UNIVERSITARIA SAN MATEO;;FEMENINO;1;4;5;5;5;4;1;5;4;5;5;4
2021-07-02 15:19:06.700898;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;3;4;4;4;5;5;1;3;3;3;5;4
2021-07-02 15:19:26.514267;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;1;4;4;4;4;4;2;4;4;4;2;2
2021-07-02 15:21:14.571231;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;5;5;4;5;4;2;4;3;3;4
2021-07-02 15:21:46.387391;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;4;5;4;4;2;4;4;3;1;4
2021-07-02 15:23:17.491049;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;5;3;4;5;4;2;5;5;4;4;3
2021-07-02 15:24:19.848349;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;4;3;4;1;3;4;4;1;4
2021-07-02 15:29:10.006398;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;1;4;4;4;5;1;3;1;5;1;3
2021-07-02 15:30:52.594281;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;3;5;5;5;4;2;4;5;3;4
2021-07-02 15:51:37.702175;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;2;3;3;5;3;3;4;3;3;4
2021-07-02 15:51:57.121783;COLOMBIA;FUNDACION UNIVERSITARIA SAN MATEO;;FEMENINO;4;5;4;4;4;4;3;4;4;4;3;5
2021-07-02 15:52:34.647818;COLOMBIA;FUNDACION UNIVERSITARIA SAN MATEO;;FEMENINO;1;4;4;1;4;2;2;4;4;4;2;2
2021-07-02 15:54:55.004768;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;5;5;5;4;3;5;4;4;1;5
2021-07-02 15:56:28.279335;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;5;4;5;4;5;1;5;5;4;1;4
2021-07-02 16:02:50.629927;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;2;4;4;4;4;2;4;4;3;2;2
2021-07-02 16:05:55.108978;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;1;2;2;1;2;2;2;5;1;4;1;1
2021-07-02 16:09:36.608157;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;4;5;5;1;3;2;4;1;5
2021-07-02 16:09:44.258124;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;4;1;5;4;2;1;4;4;4;1;4
2021-07-02 16:10:05.191225;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;4;4;5;4;4;4;2;5;2;4;4
2021-07-02 16:11:10.144952;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;3;1;2;5;5;4;1;4;5;4;3;4
2021-07-02 16:14:14.157029;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;3;4;3;5;3;1;4;5;1;1;2
2021-07-02 16:14:35.277008;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;3;5;3;5;5;4;5;2;2;4;1;5
2021-07-02 16:17:06.330063;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;3;3;3;3;3;3;3;3;3;3;3
2021-07-02 16:20:15.744729;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;5;1;2;5;3;1;1;5;1;5;1
2021-07-02 16:23:50.495417;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;2;4;4;4;3;4;3;4;4;3;3
2021-07-02 16:25:37.787745;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;5;1;5;5;5;1;5;5;5;1;1
2021-07-02 16:30:00.357305;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;5;4;5;4;4;4;3;3;4;3;4
2021-07-02 16:30:21.460569;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;4;2;2;1;2;3;2;1;1
2021-07-02 16:33:21.303800;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;3;3;3;3;3;3;1;3;3;3;3
2021-07-02 16:33:59.143826;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;2;1;5;5;5;1;2;3;2;2;1
2021-07-02 16:34:40.629475;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;5;5;5;4;4;4;4;3;4;4
2021-07-02 16:48:02.210761;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;5;5;5;4;3;5;4;4;3
2021-07-02 16:49:41.411765;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;2;2;2;2;2;2;4;5;5;5;1
2021-07-02 16:54:26.918817;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;4;2;2;1;5;5;5;3;2
2021-07-02 16:55:46.808037;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;3;4;5;5;5;3;2;5;2;4;1
2021-07-02 16:58:00.615421;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;2;3;5;5;5;4;2;2;4;5;2
2021-07-02 16:59:43.686800;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;2;2;4;4;1;4;4;5;3;1
2021-07-02 17:03:12.465748;BOLIVIA;UNIVERSIDAD DE SAN FRANCISCO XAVIER DE CHUQUISACA;;FEMENINO;4;4;5;5;5;5;3;5;4;4;4;3
2021-07-02 17:06:08.573672;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;3;5;5;5;5;2;4;5;4;4;4
2021-07-02 17:06:55.683565;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;3;3;5;3;3;1;3;4;3;4;3
2021-07-02 17:10:24.620877;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;3;2;1;4;5;1;4;5;5;1;1
2021-07-02 17:13:28.059265;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;4;2;5;5;4;1;4;5;5;1;4
2021-07-02 17:15:18.285749;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;2;4;4;5;4;2;4;5;2;3;2
2021-07-02 17:23:19.482050;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;1;5;1;5;5;1;5;5;5;3;1
2021-07-02 17:32:30.141861;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;4;3;5;5;4;3;3;4;4;3;3
2021-07-02 17:34:24.973117;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;4;4;4;4;4;4;4;4;4;4
2021-07-02 17:37:32.589121;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;4;3;3;4;4;1;4;4;4;1;2
2021-07-02 17:40:22.153323;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;4;4;3;3;3;3;4;3;3;3
2021-07-02 17:40:24.329485;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;4;4;4;4;4;2;4;4;4;4
2021-07-02 17:43:01.509332;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;2;4;3;5;5;5;5;4;3;5;4;4
2021-07-02 17:45:26.912326;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;3;4;4;4;4;4;2;4;4;4;1
2021-07-02 17:48:56.847970;BOLIVIA;UNIVERSIDAD DE SAN FRANCISCO XAVIER DE CHUQUISACA;;MASCULINO;1;5;4;3;5;4;1;3;4;2;1;5
2021-07-02 17:49:05.246554;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;5;5;5;5;4;4;5;5;5;1
2021-07-02 17:53:36.432211;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;1;5;4;2;4;4;4;4;4;5;2;5
2021-07-02 17:53:48.359936;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;3;3;2;3;3;1;3;3;3;2;3
2021-07-02 17:56:40.834982;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;5;5;5;5;5;4;4;5;1;4
2021-07-02 17:57:57.150409;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;5;3;5;5;4;2;3;4;4;4;4
2021-07-02 18:00:31.293082;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;2;5;5;5;5;5;5;4;4;2
2021-07-02 18:02:09.355001;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;4;3;5;5;5;2;1;3;3;2;5
2021-07-02 18:05:31.702791;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;1;3;5;4;4;2;4;4;5;5
2021-07-02 18:09:26.720257;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;1;1;5;4;5;5;3;1;5;5;5;4
2021-07-02 18:09:57.823912;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;5;5;5;4;4;4;5;4;5
2021-07-02 18:10:31.317679;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;2;1;5;4;1;4;4;2;3;2
2021-07-02 18:12:00.202117;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;3;3;3;5;5;4;3;5;2;5;4;4
2021-07-02 18:12:17.101018;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;2;3;2;5;5;5;3;1;3;3;3;2
2021-07-02 18:19:15.373068;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;3;4;4;4;2;3;4;3;3;2
2021-07-02 18:25:51.046491;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;5;5;5;5;5;2;3;3;2;3
2021-07-02 18:32:19.269072;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;4;4;4;5;1;5;5;5;1;2
2021-07-02 18:34:41.473458;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;3;5;5;4;3;4;5;4;5;4
2021-07-02 18:34:58.652924;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;4;4;3;4;1;4;5;4;1;5
2021-07-02 18:35:35.686439;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;3;5;5;4;4;2;4;5;1;5;4
2021-07-02 18:40:14.001267;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;3;5;5;5;4;4;5;2;3;3
2021-07-02 18:43:03.362877;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;1;1;1;1;5;1;1;5;5;1;4
2021-07-02 18:43:58.936148;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;2;3;5;5;4;4;4;3;3;3;4
2021-07-02 18:44:59.560305;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;4;4;5;5;5;5;4;2;4;4
2021-07-02 18:45:19.968074;COLOMBIA;FUNDACION UNIVERSITARIA SAN MATEO;;MASCULINO;2;3;3;2;4;4;2;3;3;2;2;3
2021-07-02 18:46:49.535716;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;3;3;2;5;5;5;4;4;3;4;4;4
2021-07-02 18:47:41.598269;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;2;1;3;4;4;3;1;3;3;5;3;5
2021-07-02 18:48:00.265080;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;2;2;2;2;4;3;2;4;4;4;1;2
2021-07-02 18:48:08.422877;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;3;4;4;4;1;3;4;4;1;5
2021-07-02 18:48:56.395863;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;4;4;5;4;5;4;4;4;4;1;4
2021-07-02 18:52:12.273659;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;5;5;5;5;5;5;5;5;5;1;1
2021-07-02 18:54:04.197546;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;3;4;5;5;4;2;4;5;4;1;1
2021-07-02 19:01:37.481722;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;5;5;5;1;5;3;4;1;4
2021-07-02 19:02:38.690978;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;4;4;4;1;1;4;1;3;1
2021-07-02 19:03:04.461454;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;2;2;3;1;2;3;2;2;3;2;2
2021-07-02 19:04:23.933232;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;5;5;4;5;1;5;5;4;4;3
2021-07-02 19:04:33.544183;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;4;4;5;5;5;5;4;5;5;2
2021-07-02 19:05:57.424081;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;1;4;4;4;3;3;4;2;3;2
2021-07-02 19:06:51.804395;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;4;5;5;4;4;4;5;2;4;2
2021-07-02 19:08:26.645064;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;2;4;4;4;2;2;2;2;3;1
2021-07-03 00:15:37.278345;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;4;4;5;2;3;4;4;3;2
2021-07-02 19:11:04.190777;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;5;4;5;5;5;5;3;2;1;3;5
2021-07-02 19:19:53.745028;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;2;2;4;4;4;1;4;4;2;1;2
2021-07-03 00:17:43.987517;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;5;5;5;5;5;1;5;5;4;1
2021-07-02 19:21:28.595183;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;1;5;5;2;4;5;5;5;5;5
2021-07-02 19:23:43.990521;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;4;3;5;4;5;4;3;4;3;3;4
2021-07-03 00:32:42.460951;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;3;3;4;1;4;4;1;4;5;5;1;4
2021-07-02 19:24:24.529110;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;3;5;4;4;5;5;4;5;4;4
2021-07-02 19:26:13.244662;BOLIVIA;UNIVERSIDAD DE SAN FRANCISCO XAVIER DE CHUQUISACA;;MASCULINO;1;5;5;5;5;5;1;5;5;5;5;5
2021-07-03 01:15:06.677869;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;5;5;5;5;5;5;5;5;5;2;5
2021-07-02 19:27:49.669028;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;4;5;4;3;4;4;3;3;4
2021-07-02 19:32:42.852901;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;4;4;4;4;4;4;4;2;2
2021-07-03 01:23:52.614809;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;5;5;5;4;1;4;5;5;4;4
2021-07-02 19:39:07.562863;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;3;3;5;5;5;3;4;5;2;4;1
2021-07-02 19:41:17.270548;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;1;3;4;4;4;4;2;2;4;4;4;4
2021-07-03 01:29:35.079712;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;5;5;4;3;3;2;4;4;4;4
2021-07-02 19:41:20.135564;BRASIL;CENTRO UNIVERSITARIO DO INSTITUTO MAUA DE TECNOLOGIA;;MASCULINO;5;4;1;4;5;4;2;4;4;3;3;5
2021-07-02 19:42:14.398515;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;3;4;4;4;3;2;3;3;3;4
2021-07-03 01:35:03.039825;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;2;5;4;5;5;2;4;3;4;5;2;5
2021-07-02 19:43:42.892199;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;3;5;5;5;3;5;5;5;5;4;4
2021-07-02 19:44:50.921068;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;4;5;4;2;4;4;4;4;4
2021-07-03 03:11:43.723767;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;5;3;4;5;4;3;4;4;4;3;3
2021-07-02 19:46:44.999902;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;1;3;1;2;4;2;4;2;4;2;2;3
2021-07-02 19:47:29.703977;ECUADOR;;NINGUNA;MASCULINO;1;1;1;3;3;3;3;3;3;3;2;4
2021-07-03 03:44:48.590884;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;4;2;4;4;5;5;5;5;1;5
2021-07-02 19:48:09.251283;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;4;4;5;5;1;5;2;5;5;5;5
2021-07-02 19:49:55.222022;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;2;2;2;2;2;2;2;2;2;4;4;4
2021-07-02 19:50:23.819283;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;2;5;3;2;1;4;5;4;3;4
2021-07-02 19:57:59.358948;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;5;4;5;5;3;3;5;5;5;4
2021-07-02 20:02:14.016734;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;5;4;4;2;3;4;3;3;2
2021-07-02 20:02:33.278717;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;5;4;5;5;5;2;3;5;2;3;4
2021-07-02 20:02:55.976270;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;2;1;4;5;5;5;5;5;4;5;5;3
2021-07-02 20:05:56.168294;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;4;5;5;5;1;4;5;5;1;5
2021-07-02 20:06:24.426610;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;3;3;4;5;4;1;4;5;4;3;3
2021-07-02 20:07:33.802009;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;4;5;5;4;4;4;4;1;4
2021-07-02 20:08:21.063159;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;3;5;4;4;4;2;5;2;3;4
2021-07-02 20:08:51.150822;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;5;5;4;4;3;4;4;4;4
2021-07-02 20:12:12.949049;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;5;5;5;5;5;5;5;5;5;1
2021-07-02 20:13:00.955213;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;1;2;5;5;1;5;5;5;5;1
2021-07-02 20:15:43.436154;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;1;1;1;2;5;4;1;4;5;5;4;1
2021-07-02 20:16:25.618934;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;5;5;5;5;4;4;4;3;3;4
2021-07-02 20:25:00.352605;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;2;5;5;5;5;2;5;5;4;3;4
2021-07-02 20:25:16.158779;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;5;4;5;5;4;5;5;5;5;5
2021-07-02 20:26:49.985271;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;4;2;4;4;4;4;4;2;4;3;4
2021-07-02 20:29:06.251918;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;1;3;4;4;4;1;4;4;4;4;1
2021-07-02 20:30:30.971113;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;3;2;4;5;5;5;5;2;1;4;2;5
2021-07-02 20:32:41.056837;COLOMBIA;FUNDACION UNIVERSITARIA SAN MATEO;;MASCULINO;4;3;1;4;4;4;1;5;4;5;1;3
2021-07-02 20:35:42.718504;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;5;5;5;4;4;4;4;4;4
