MARCA TEMPORAL;PAÍS;UNIVERSIDAD;OTRA UNIVERSIDAD;GENERO UNIVERSIDAD;¿ESTÁ DE ACUERDO EN QUE SE HAYA MODIFICADO EL MÉTODO DE ESTUDIO PARA LAS CLASES VIRTUALES?;¿ESTÁ DE ACUERDO EN QUE LA CONCENTRACIÓN O ATENCIÓN CON EL ESTUDIO, FUERON ALTERADOS?;¿HA CAMBIADO SU CURIOSIDAD Y MOTIVACIÓN CIENTÍFICA CON LA PANDEMIA?;¿ESTÁ DE ACUERDO EN QUE LOS SENTIMIENTOS (AFECTOS, EMOCIONES) FUERON ALTERADOS POR LA PANDEMIA?;¿CONSIDERA QUE LA SALUD MENTAL PUEDE ALTERAR EL COMPORTAMIENTO EN TODO TIPO DE PERSONA?;¿CONSIDERA QUE SITUACIONES EXTERNAS, PUEDEN DESENCADENAR UN PROBLEMA DE SALUD MENTAL?;ME HE RELACIONADO CON ALGÚN TIPO DE ALTERACIÓN MENTAL EN EL TRANSCURSO DE LA PANDEMIA.;¿CONSIDERA QUE UNA PERSONA CON UNA ALTERACIÓN MENTAL, PUEDE REPRESENTAR UN RIESGO PARA LOS DEMÁS?;¿CONSIDERA QUE EL CONFINAMIENTO LE HA PROPORCIONADO OTRAS ALTERNATIVAS PARA SU NUEVO APRENDIZAJE?;¿ESTÁ DE ACUERDO EN QUE UNA ALTERACIÓN MENTAL, CAUSA RECHAZO SOCIAL?;CONTESTE LA SIGUIENTE PREGUNTA, SOLO SI USTED HA TENIDO UNA ALTERACIÓN EN SU SALUD MENTAL DURANTE LA PANDEMIA Y PUDO HABLAR/COMPARTIR LO QUE LE PASABA(AFECTOS EMOCIONES), CON SUS PARES O SUPERIORES.  ¿EL APOYO EMOCIONAL RECIBIDO DURANTE LA PANDEMIA (POR PARES O SUPERIORES), LE PERMITIÓ MANEJAR SU SALUD MENTAL?;¿CONSIDERA QUE LA PANDEMIA CAMBIÓ SU RENDIMIENTO ACADÉMICO COMO ESTUDIANTE?
2021-06-30 18:05:54.788641;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;3;2;2;5;5;1;4;5;4;4;1
2021-06-30 18:06:06.074914;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;5;5;4;4;1;5;5;5;3;1
2021-06-30 18:06:20.826990;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;5;5;4;4;4;3;4;3;4
2021-06-30 18:06:27.019192;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;3;4;5;5;5;4;4;2;2;5
2021-06-30 18:07:10.994753;ARGENTINA;;UNIVERSIDAD NACIONAL DE LAS ARTES;FEMENINO;4;5;5;5;3;4;5;4;3;4;2;5
2021-06-30 18:07:29.491881;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;5;2;5;5;5;5;1;2;5;2;5
2021-06-30 18:07:36.580274;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;4;5;5;5;2;4;4;5;1;2
2021-06-30 18:07:40.865077;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;2;2;5;5;5;5;5;4;3;4;2;4
2021-06-30 18:07:41.028519;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;1;4;5;4;1;3;5;2;3;1
2021-06-30 18:07:45.032372;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;3;3;2;5;5;5;3;3;4;5;4
2021-06-30 18:07:49.984607;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;4;4;4;4;3;5;5;4;
2021-06-30 18:08:09.037509;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;2;3;5;5;5;1;2;4;4;3;5
2021-06-30 18:08:19.816898;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;1;2;4;4;4;1;4;4;4;4;4
2021-06-30 18:08:45.059685;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;1;1;2;1;3;2;2;2;1;5
2021-06-30 18:08:48.349249;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;3;4;4;3;3;4;2;4;4;1;1;2
2021-06-30 18:09:49.612882;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;2;2;5;5;4;5;4;2;4;4;1;1
2021-06-30 18:10:09.068746;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;2;4;5;5;5;3;4;5;5;5;4
2021-06-30 18:10:28.610496;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;2;5;4;5;1;4;4;1;3;4
2021-06-30 18:10:30.297340;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;5;5;5;5;5;5;5;4;3;3;5
2021-06-30 18:10:57.553977;ECUADOR;;FRANCISCO HUERTA RENDON;MASCULINO;5;5;5;5;5;5;5;5;5;5;5;5
2021-06-30 18:11:36.321441;ECUADOR;;UNEMI - UNIVERSIDAD ESTATAL DE MILAGRO;FEMENINO;4;4;4;4;4;4;3;4;4;4;4;
2021-06-30 18:11:37.424497;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;3;4;4;4;4;2;4;4;4;2;4
2021-06-30 18:11:37.655986;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;3;3;4;4;4;3;4;4;4;4;3
2021-06-30 18:11:55.570260;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;5;5;5;5;5;2;5;1;5
2021-06-30 18:12:14.131151;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;3;4;5;5;4;2;4;5;3;2;4
2021-06-30 18:12:17.490651;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;3;3;5;5;5;1;3;5;2;1;2
2021-06-30 18:12:41.939086;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;3;3;5;5;5;4;5;5;4;5;1
2021-06-30 18:13:30.870968;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;3;3;3;4;4;3;4;3;4;4;3
2021-06-30 18:13:33.778970;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;3;4;2;5;3;2;4;2;2;2;2
2021-06-30 18:13:59.644201;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;2;4;4;4;4;2;2;2;1;1;1;4
2021-06-30 18:14:44.506647;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;5;3;5;5;5;3;5;5;5;4;3
2021-06-30 18:15:06.831640;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;1;1;1;1;1;1;1;1;3;1;1;4
2021-06-30 18:15:26.204675;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;5;3;3;5;5;2;2;3;3;1;3
2021-06-30 18:15:41.730233;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;5;5;4;4;4;5;4;3;4
2021-06-30 18:15:55.346154;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;5;5;5;5;5;2;5;5;5;5;2
2021-06-30 18:15:55.452438;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;2;4;4;4;2;2;4;1;1;1
2021-06-30 18:16:27.559393;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;1;1;3;5;5;5;4;5;4;4;3;4
2021-06-30 18:16:36.888202;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;1;5;5;5;5;5;5;1;5;5;1;4
2021-06-30 18:16:50.563537;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;2;2;5;5;2;1;5;5;5;2;1
2021-06-30 18:17:06.162640;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;2;3;4;4;2;3;4;4;5;4
2021-06-30 18:17:08.061928;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;5;5;5;5;5;1;1;5;2;1;5
2021-06-30 18:17:35.529480;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;1;4;4;5;5;5;2;4;4;4;4
2021-06-30 18:17:39.435776;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;3;3;2;4;5;3;5;4;4;1;3
2021-06-30 18:17:53.436478;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;5;5;4;4;4;2;4;5;5;5;4
2021-06-30 18:18:00.682821;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;2;3;2;2;2;2;2;2;2;3;3;3
2021-06-30 18:18:44.908255;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;2;5;5;5;4;4;4;2;1;3;1;4
2021-06-30 18:20:31.303997;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;2;5;1;5;5;1;5;5;5;1;1
2021-06-30 18:20:48.896036;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;4;3;3;4;4;2;4;2;5;3;3
2021-06-30 18:21:03.404811;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;5;5;4;3;4;4;3;3;4
2021-06-30 18:21:35.601213;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;3;4;5;5;5;5;2;2;1;5;2;5
2021-06-30 18:21:52.740378;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;5;5;5;3;4;4;3;1;4
2021-06-30 18:22:50.535234;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;4;5;5;5;3;4;4;5;5;4
2021-06-30 18:23:22.061809;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;3;4;4;5;3;3;3;4;4;4
2021-06-30 18:24:24.506854;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;4;4;4;4;3;2;4;4;5
2021-06-30 18:25:10.614619;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;3;1;4;4;4;3;4;5;4;4;4
2021-06-30 18:25:11.709478;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;4;1;5;5;5;5;4;3;5;4;5
2021-06-30 18:25:31.955533;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;2;2;3;3;3;3;3;3;3;3;2
2021-06-30 18:25:48.207784;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;2;4;4;5;4;2;2;4;4;4;2
2021-06-30 18:26:40.605480;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;4;4;4;3;4;4;4;3;2
2021-06-30 18:27:06.667357;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;5;4;5;5;4;5;3;4;3;3;5
2021-06-30 18:28:48.371419;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;4;4;3;3;3;1;1;1;3;1;1
2021-06-30 18:29:34.727491;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;4;5;5;5;2;4;4;4;5;1
2021-06-30 18:29:47.749110;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;5;5;5;4;3;4;4;4;1;1
2021-06-30 18:30:12.660648;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;5;4;4;4;2;4;4;4;1;1
2021-06-30 18:30:23.163454;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;1;4;4;4;2;4;3;4;4;4
2021-06-30 18:31:02.663901;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;2;2;2;5;5;5;3;4;5;2;4;2
2021-06-30 18:31:08.199476;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;4;5;4;4;2;5;3;4;3
2021-06-30 18:31:21.736591;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;1;5;4;5;5;5;5;3;5;5;2;5
2021-06-30 18:31:30.577216;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;5;5;5;4;3;3;5;3;3;1
2021-06-30 18:32:15.682846;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;1;4;1;5;5;3;5;5;5;5;4
2021-06-30 18:32:27.247554;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;2;4;4;2;2;4;2;2;4
2021-06-30 18:32:45.157301;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;3;3;3;2;1;4;3;4;2;3
2021-06-30 18:32:47.070968;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;2;5;3;4;1;4;4;4;2;1
2021-06-30 18:32:47.882658;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;5;1;5;5;5;1;5;5;5;1;1
2021-06-30 18:33:21.288802;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;5;4;5;3;5;4;5;4;4
2021-06-30 18:34:58.630250;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;3;1;4;5;4;2;3;5;2;2;1
2021-06-30 18:35:07.808516;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;OTRO;1;5;1;5;5;5;5;3;4;4;2;5
2021-06-30 18:35:21.996621;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;1;2;4;4;4;4;3;4;4;3;4;4
2021-06-30 18:35:53.807212;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;2;1;4;5;5;5;5;5;4;4;4;3
2021-06-30 18:35:57.609177;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;2;2;3;3;3;2;2;1;1;3;1
2021-06-30 18:36:35.495069;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;5;3;4;3;1;4;5;4;5;1
2021-06-30 18:36:38.215456;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;4;5;5;5;2;5;5;5;4;1
2021-06-30 18:36:56.826495;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;2;4;4;4;1;4;4;2;1;1
2021-06-30 18:36:59.393048;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;3;4;4;4;3;3;3;1;4;3
2021-06-30 18:37:35.897700;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;1;1;1;4;4;2;3;4;5;1;3
2021-06-30 18:37:38.157935;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;1;4;4;1;1;4;3;2;1;1
2021-06-30 18:37:38.996076;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;4;5;5;4;4;2;5;1;5;5
2021-06-30 18:37:44.565011;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;2;4;4;2;1;4;4;4;1;2
2021-06-30 18:37:48.225485;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;2;4;4;4;4;1;1;4;2;4;2
2021-06-30 18:37:54.664325;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;1;5;5;5;5;5;4;4;1;3
2021-06-30 18:38:15.117800;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;5;5;4;1;4;4;1;4;1
2021-06-30 18:39:23.795901;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;4;3;4;4;4;1;4;4;4;4;4
2021-06-30 18:39:36.377881;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;5;5;5;5;4;4;4;4;5;4
2021-06-30 18:40:15.147732;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;2;5;4;4;2;4;5;4;3;3
2021-06-30 18:40:32.285857;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;5;5;5;5;5;1;1;5;1;1;1
2021-06-30 18:41:20.525120;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;5;4;5;3;3;4;5;4;4;2
2021-06-30 18:41:47.138575;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;4;4;4;4;4;1;2;4;3;1;2
2021-06-30 18:42:33.709925;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;4;4;4;2;2;4;4;4;2;4
2021-06-30 18:43:37.722863;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;3;5;5;5;2;5;2;5;2;2
2021-06-30 18:44:04.295541;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;3;2;3;4;3;3;3;3;4;3;2;2
2021-06-30 18:44:04.894957;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;2;3;5;5;4;5;2;1;5;5;4
2021-06-30 18:44:05.309353;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;3;4;3;3;1;2;4;3;3;2
2021-06-30 18:44:49.660605;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;5;4;5;5;5;4;5;4;5;2;1
2021-06-30 18:59:56.803350;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;4;5;4;3;1;5;1;4;2
2021-06-30 18:45:27.790597;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;5;5;5;1;4;4;4;4;1
2021-06-30 19:00:04.237458;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;4;1;4;4;4;1;4;5;3;1;1
2021-06-30 18:45:36.292580;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;4;3;5;4;4;1;4;1;4;2;1
2021-07-01 12:25:46.364544;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;2;4;4;4;2;4;4;4;3;4
2021-06-30 18:46:44.306304;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;2;5;4;4;2;5;4;5;1;4
2021-06-30 19:00:24.835929;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;5;5;5;5;5;2;4;5;5;1;5
2021-06-30 18:47:05.948727;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;2;4;4;5;5;2;5;2;4;1;2
2021-06-30 18:47:53.308655;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;3;4;5;4;4;3;4;4;4;5;3
2021-06-30 19:00:40.587584;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;1;5;5;5;5;1;2;5;3;1;5
2021-06-30 18:48:50.007887;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;4;5;5;5;5;5;5;5;4;4
2021-06-30 18:49:07.848551;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;4;3;4;5;4;4;4;5;4;3;4
2021-06-30 19:00:51.123597;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;1;1;5;5;5;5;5;2;3;5;5;5
2021-06-30 18:49:23.451619;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;5;5;5;5;5;5;5;5;5;5
2021-06-30 18:49:33.956343;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;1;1;5;5;4;2;1;5;5;5;5;5
2021-06-30 19:01:15.261004;ECUADOR;;UNEMI;FEMENINO;4;3;2;2;4;4;4;4;4;5;4;2
2021-06-30 18:50:15.829536;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;5;4;4;2;4;2;4;2;5
2021-06-30 18:51:30.005900;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;4;3;3;4;4;2;3;4;4;4;4
2021-06-30 19:01:21.288541;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;1;4;4;4;1;1;4;4;1;4
2021-06-30 18:51:37.947488;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;2;4;4;4;1;3;1;4;3;1
2021-06-30 18:52:32.862286;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;3;4;5;5;4;4;4;4;4;4;4
2021-06-30 19:01:25.032441;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;2;5;5;4;3;1;4;4;4;1;5
2021-06-30 18:52:42.496577;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;1;2;4;5;5;5;3;4;5;4;3;2
2021-06-30 18:53:20.390865;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;1;4;4;5;4;2;4;4;4;4;4
2021-06-30 19:01:51.226650;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;4;4;4;4;4;5;4;4;1
2021-06-30 18:53:21.341717;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;2;3;1;5;5;3;1;2;5;3;2
2021-06-30 18:53:22.209706;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;1;5;5;5;5;5;5;1;5;1;5
2021-06-30 19:02:21.855268;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;5;4;5;5;5;3;4;4;4;3;5
2021-06-30 18:53:30.289962;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;5;5;5;5;5;3;3;5;5;1;5
2021-06-30 18:53:55.776515;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;4;5;4;1;4;5;4;1;1
2021-06-30 19:02:51.786219;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;1;4;4;5;5;1;5;5;4;3;4
2021-06-30 18:54:06.436426;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;3;5;5;4;4;2;4;5;1;1;1
2021-06-30 18:54:09.278791;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;4;4;4;4;4;4;4;4;4
2021-06-30 19:03:27.532981;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;4;2;5;5;2;1;2;4;1;1;3
2021-06-30 18:54:21.747726;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;3;5;5;5;5;2;5;5;2;1
2021-06-30 18:54:33.806703;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;4;2;3;4;4;2;3;4;2;1;3
2021-06-30 19:03:46.415448;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;2;4;3;4;1;2;4;2;3;4
2021-06-30 18:54:43.399097;BOLIVIA;UNIVERSIDAD DE SAN FRANCISCO XAVIER DE CHUQUISACA;;FEMENINO;1;3;3;1;1;3;3;4;3;4;5;5
2021-06-30 18:54:49.167233;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;2;3;2;1;3;1;1;4;3;4;1;1
2021-06-30 19:03:55.008405;ECUADOR;;UNEMI ;FEMENINO;5;5;5;5;5;5;5;5;5;5;5;5
2021-06-30 18:55:07.504749;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;2;2;5;5;3;4;3;4;3;5;2
2021-06-30 18:55:15.096082;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;4;5;5;5;1;5;5;4;4;4
2021-06-30 19:03:55.748727;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;3;2;4;3;3;3;3;4;2;1;4
2021-06-30 18:55:20.937142;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;4;4;4;4;1;2;3;2;2;4
2021-06-30 18:55:47.055782;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;2;3;5;4;3;4;4;3;1;3
2021-06-30 19:04:08.359728;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;5;5;5;5;5;5;5;5;5;5;5
2021-06-30 18:55:58.597455;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;4;4;4;5;5;5;5;5;5
2021-06-30 18:56:43.379871;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;2;4;4;5;5;5;4;4;4;4;5;3
2021-06-30 19:04:11.561774;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;5;5;5;5;1;3;4;2;5;5
2021-06-30 18:57:15.947992;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;5;3;4;3;4;1;4;3;4;3;4
2021-06-30 18:57:48.578397;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;2;5;5;5;2;2;5;5;4;1
2021-06-30 19:04:37.749064;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;4;5;5;5;5;1;4;1;4;4
2021-06-30 18:57:53.883204;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;3;4;5;5;4;3;1;4;5;3;4
2021-06-30 18:57:56.496945;ECUADOR;;UNIVERSIDAD ESTATAL UNEMI;FEMENINO;3;5;4;5;5;4;4;3;3;5;2;3
2021-06-30 19:04:48.113731;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;5;5;5;1;4;4;2;1;3
2021-06-30 18:57:57.736033;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;3;4;5;5;3;2;5;2;5;1;3
2021-06-30 18:57:59.339746;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;2;5;5;4;4;2;2;4;3;1;1
2021-06-30 18:57:59.665136;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;2;1;5;5;5;1;5;5;5;5;1
2021-06-30 19:05:15.467465;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;1;5;1;5;5;5;5;5;5;5;2;5
