MARCA TEMPORAL	PAÍS	UNIVERSIDAD	OTRA UNIVERSIDAD	GENERO UNIVERSIDAD	LA PANDEMIA SOBRECARGÓ MI TRABAJO COMO PROFESOR	¿ESTÁ DE ACUERDO CON LA MODIFICACIÓN DEL MÉTODO DE ENSEÑANZA PARA LAS CLASES VIRTUALES?	LA CONCENTRACIÓN O ATENCIÓN EN EL TRABAJO FUERON ALTERADOS POR LA PANDEMIA.	LA PANDEMIA CAMBIÓ MI CURIOSIDAD Y MOTIVACIÓN CIENTÍFICA.	LA INTERACCIÓN VIRTUAL CON LOS ESTUDIANTES PUEDE CONTRIBUIR A SU SALUD MENTAL	¿ESTÁ DE ACUERDO EN QUE LOS SENTIMIENTOS (AFECTOS, EMOCIONES) FUERON ALTERADOS POR LA PANDEMIA?	¿CONSIDERA QUE EL EQUILIBRIO MENTAL, CONTRIBUYE AL RENDIMIENTO ACADÉMICO EN EL AULA DE CLASES?	HE TENIDO QUE INTERACTUAR DURANTE LA PANDEMIA, CON PERSONAS QUE PRESENTAN FACTORES DE RIESGO MENTAL.	¿CONSIDERA QUE LOS PROCESOS DE PREVENCIÓN, DISMINUYEN LA CANTIDAD DE CASOS DE ALTERACIONES MENTALES DURANTE LA PANDEMIA?	HE VISTO UN AVANCE SIGNIFICATIVO DURANTE LA PANDEMIA EN LOS TEMAS DE SALUD MENTAL, COMO UNA PRIORIDAD GLOBAL	HE USADO ESTRATEGIAS DE AUTOCUIDADO MENTAL (MEDITACIÓN, ACTIVIDAD FÍSICA, ETC), PORQUE CONSIDERO QUE CONTRIBUYEN A LA SALUD MENTAL.	CONTESTE LA SIGUIENTE PREGUNTA, SOLO SI USTED HA TENIDO UNA ALTERACIÓN EN SU SALUD MENTAL DURANTE LA PANDEMIA Y PUDO HABLAR/COMPARTIR LO QUE LE PASABA(AFECTOS EMOCIONES), CON SUS PARES O SUPERIORES.  ¿EL APOYO EMOCIONAL RECIBIDO DURANTE LA PANDEMIA (POR PARES O SUPERIORES), LE PERMITIÓ MANEJAR SU SALUD MENTAL?
2021-06-15 14:36:07.719724	ARGENTINA	UNIVERSIDAD CATÓLICA DE SALTA		MASCULINO	5	4	4	4	1	5	5	4	4	4	5	5
2021-06-15 15:09:55.106727	ARGENTINA	UNIVERSIDAD NACIONAL DE RIO NEGRO		FEMENINO	4	4	4	2	4	5	5	4	5	5	4	3
2021-06-15 14:36:16.078358	ARGENTINA	UNIVERSIDAD NACIONAL DEL LITORAL		MASCULINO	5	4	2	3	1	5	5	1	3	3	5	3
2021-06-15 14:38:10.936162	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PATAGONIA SAN JUAN BOSCO		FEMENINO	1	2	4	4	4	5	5	3	5	2	3	5
2021-06-15 15:21:16.172818	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	5	4	5	3	3	5	5	1	4	2	4	3
2021-06-15 17:10:12.994235	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	5	2	4	4	4	5	5	3	5	1	3	2
2021-06-15 14:53:07.088926	ARGENTINA		UNIVERSIDAD NACIONAL DE RIO NEGRO	FEMENINO	5	4	3	3	4	3	5	4	2	3	1	2
2021-06-15 17:13:49.738607	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		FEMENINO	5	2	5	1	4	5	5	5	4	4	5	1
2021-06-15 17:17:22.497155	ARGENTINA	UNIVERSIDAD CATÓLICA DE SANTIAGO DEL ESTERO		FEMENINO	5	4	1	4	2	2	5	2	4	2	5	5
2021-06-15 17:21:29.276853	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PLATA		MASCULINO	5	4	5	2	4	4	5	4	4	1	5	5
2021-06-15 15:53:51.413194	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PLATA		FEMENINO	5	4	5	4	2	5	5	4	3	2	2	2
2021-06-15 18:40:47.336192	ARGENTINA	UNIVERSIDAD NACIONAL DEL LITORAL		MASCULINO	5	4	4	2	2	4	5	2	4	4	4	4
2021-06-15 15:57:16.981716	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PLATA		MASCULINO	2	5	5	2	3	4	5	3	4	2	3	3
2021-06-15 17:33:44.095782	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PLATA		FEMENINO	5	4	2	4	4	5	5	4	4	2	5	3
2021-06-15 16:27:51.067033	ARGENTINA	UNIVERSIDAD NACIONAL DE RIO CUARTO		MASCULINO	4	1	4	4	2	4	4	3	3	3	3	3
2021-06-15 16:33:25.815024	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PLATA		MASCULINO	4	4	4	4	3	4	5	2	3	4	5	1
2021-06-15 16:42:39.357948	ARGENTINA	UNIVERSIDAD NACIONAL DEL LITORAL		MASCULINO	4	4	5	4	4	4	5	4	4	3	3	3
2021-06-15 17:45:48.801016	ARGENTINA	UNIVERSIDAD NACIONAL DE RIO NEGRO		FEMENINO	5	4	5	3	5	5	5	4	4	3	5	5
2021-06-15 17:46:49.935316	ARGENTINA	UNIVERSIDAD NACIONAL DEL LITORAL		MASCULINO	5	5	5	5	5	5	5	3	3	1	5	1
2021-06-15 18:09:59.390302	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	5	4	5	4	4	5	5	3	5	2	4	4
2021-06-15 18:13:07.328821	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		FEMENINO	5	4	5	5	2	5	5	2	5	5	5	1
2021-06-15 18:15:50.209500	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		FEMENINO	5	4	3	2	4	5	5	3	4	4	5	4
2021-06-15 18:22:49.739765	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PLATA		MASCULINO	4	5	4	2	4	4	4	3	4	4	4	3
2021-06-15 18:27:28.587172	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	5	4	4	1	4	4	5	2	3	4	2	3
2021-06-15 18:27:44.625353	ARGENTINA	UNIVERSIDAD NACIONAL DE RIO NEGRO		MASCULINO	5	4	5	4	2	5	5	5	3	3	5	3
2021-06-15 18:32:09.871220	ARGENTINA	UNIVERSIDAD NACIONAL DEL SUR		MASCULINO	5	4	4	3	3	4	5	1	3	3	1	3
2021-06-15 18:32:13.398210	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	5	3	2	3	3	5	5	1	3	1	5	3
2021-06-16 05:37:47.475397	ARGENTINA	UNIVERSIDAD DE MENDOZA		FEMENINO	4	4	4	5	3	5	5	4	5	3	3	1
2021-06-15 18:42:51.076940	ARGENTINA	UNIVERSIDAD NACIONAL DEL LITORAL		MASCULINO	5	3	5	3	5	2	2	2	2	3	5	2
2021-06-15 18:45:21.648038	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		FEMENINO	4	4	5	5	5	5	5	5	5	5	5	2
2021-06-15 18:47:47.891963	ARGENTINA		UNIVERSIDAD NACIONAL DE RIO NEGRO	FEMENINO	4	4	5	4	4	5	4	3	3	2	4	3
2021-06-15 18:54:47.364328	ARGENTINA	UNIVERSIDAD NACIONAL DE LA RIOJA		MASCULINO	3	2	2	2	2	3	3	2	3	3	3	1
2021-06-15 18:56:47.870382	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PLATA		MASCULINO	3	3	4	2	4	4	5	2	2	2	3	2
2021-06-15 18:58:04.301774	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PLATA		MASCULINO	2	4	4	2	3	5	5	1	3	3	3	3
2021-06-15 19:01:38.468691	ARGENTINA	UNIVERSIDAD NACIONAL DEL LITORAL		MASCULINO	4	4	4	2	4	5	5	2	3	1	3	1
2021-06-15 19:02:01.531153	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	3	1	3	3	1	3	5	3	3	3	1	3
2021-06-15 19:06:19.498962	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PLATA		MASCULINO	4	4	5	4	2	4	4	5	3	3	4	3
2021-06-15 19:11:30.999164	ARGENTINA	UNIVERSIDAD NACIONAL DE LUJAN		FEMENINO	5	4	5	4	4	4	4	4	2	2	3	3
2021-06-15 19:16:40.685313	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PLATA		MASCULINO	5	2	5	4	4	4	5	4	5	4	2	3
2021-06-15 19:22:19.433286	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		FEMENINO	4	4	5	4	4	5	4	4	4	2	5	4
2021-06-15 19:23:35.384076	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	4	4	2	2	3	4	4	2	3	2	4	3
2021-06-15 19:41:42.478273	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PATAGONIA SAN JUAN BOSCO		MASCULINO	5	5	3	3	3	4	4	2	4	3	5	3
2021-06-15 19:48:49.824972	ARGENTINA	UNIVERSIDAD NACIONAL DEL LITORAL		MASCULINO	5	5	5	5	2	5	5	3	5	2	5	1
2021-06-15 19:53:50.737782	ARGENTINA	UNIVERSIDAD NACIONAL DE RIO NEGRO		FEMENINO	5	5	5	5	2	5	5	1	1	2	5	3
2021-06-15 20:00:50.073951	ARGENTINA	UNIVERSIDAD NACIONAL DE RIO NEGRO		FEMENINO	4	4	4	1	3	4	5	4	4	1	4	4
2021-06-15 20:01:20.906418	ARGENTINA	UNIVERSIDAD NACIONAL DE RIO NEGRO		FEMENINO	4	4	5	5	4	5	5	5	5	5	5	4
2021-06-15 20:04:30.707788	ARGENTINA	UNIVERSIDAD DE MENDOZA		FEMENINO	5	4	4	4	5	5	5	1	4	1	3	2
2021-06-15 20:06:13.676615	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PLATA		FEMENINO	4	4	4	1	3	3	5	1	3	3	5	3
2021-06-15 20:18:17.533015	ARGENTINA	UNIVERSIDAD NACIONAL DE RIO NEGRO		FEMENINO	5	2	5	5	4	5	5	3	3	4	3	4
2021-06-15 20:34:14.310537	ARGENTINA	UNIVERSIDAD NACIONAL DEL LITORAL		MASCULINO	1	4	4	3	4	5	5	3	4	3	3	4
2021-06-15 20:36:34.217720	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PLATA		MASCULINO	1	1	1	1	1	1	3	1	2	1	1	1
2021-06-15 20:39:47.261687	ARGENTINA	UNIVERSIDAD DE MENDOZA		FEMENINO	4	1	2	3	3	4	4	2	4	4	3	3
2021-06-15 20:45:03.206513	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PLATA		FEMENINO	4	3	4	2	4	4	5	2	3	2	4	3
2021-06-15 20:47:28.485740	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	4	3	4	4	4	4	5	2	4	2	4	3
2021-06-16 05:41:33.527339	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PATAGONIA SAN JUAN BOSCO		FEMENINO	2	5	4	5	5	4	5	2	4	4	5	5
2021-06-15 20:49:14.607751	ARGENTINA	UNIVERSIDAD DE MENDOZA		MASCULINO	5	3	1	1	4	5	5	1	5	5	5	5
2021-06-15 20:50:40.901091	ARGENTINA	UNIVERSIDAD CATÓLICA DE SANTIAGO DEL ESTERO		FEMENINO	5	4	4	4	2	4	5	1	4	1	2	2
2021-06-15 21:07:48.836719	ARGENTINA	UNIVERSIDAD NACIONAL DE RIO NEGRO		FEMENINO	2	4	4	4	5	5	5	1	5	1	5	4
2021-06-16 06:25:25.513113	ARGENTINA	UNIVERSIDAD NACIONAL DE RIO NEGRO		FEMENINO	5	5	5	3	5	5	5	5	5	5	5	5
2021-06-15 21:28:59.385867	ARGENTINA	UNIVERSIDAD DE MENDOZA		MASCULINO	5	4	5	4	4	4	5	3	4	4	4	3
2021-06-16 06:35:56.626787	ARGENTINA	UNIVERSIDAD DE MENDOZA		MASCULINO	5	4	2	3	4	5	5	4	5	2	3	3
2021-06-16 06:35:59.016892	ARGENTINA	UNIVERSIDAD NACIONAL DEL LITORAL		MASCULINO	5	4	2	2	4	5	5	1	4	4	5	3
2021-06-15 21:39:30.910300	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	4	4	4	2	4	4	4	4	4	2	4	4
2021-06-16 06:36:20.413241	ARGENTINA	UNIVERSIDAD NACIONAL DEL LITORAL		FEMENINO	5	1	4	3	1	5	5	2	4	2	5	2
2021-06-15 21:53:07.147054	ARGENTINA	UNIVERSIDAD NACIONAL DEL LITORAL		MASCULINO	5	4	5	3	4	5	5	3	4	4	4	3
2021-06-16 06:37:46.441703	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		FEMENINO	5	3	5	4	4	4	4	3	3	3	4	3
2021-06-15 21:55:11.735277	ARGENTINA	UNIVERSIDAD NACIONAL DEL LITORAL		FEMENINO	5	2	1	4	4	5	5	5	3	2	4	3
2021-06-15 21:56:49.009229	ARGENTINA	UNIVERSIDAD NACIONAL DE RIO NEGRO		FEMENINO	5	2	5	5	4	5	5	4	3	2	5	3
2021-06-16 06:38:02.456988	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	4	4	3	4	4	4	4	3	4	4	3	3
2021-06-16 06:39:20.445161	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	5	5	2	5	5	2	5	3	5	5	5	2
2021-06-15 22:09:40.399137	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PLATA		MASCULINO	5	2	5	2	1	5	5	3	2	4	3	2
2021-06-15 22:30:34.748513	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PLATA		MASCULINO	4	2	5	3	4	5	5	2	4	2	4	3
2021-06-15 23:21:54.911916	ARGENTINA	UNIVERSIDAD NACIONAL DE RIO NEGRO		MASCULINO	5	2	5	3	3	5	5	3	5	1	4	2
2021-06-15 23:55:07.538804	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	4	4	4	2	4	4	4	4	4	3	4	4
2021-06-16 00:39:51.453124	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PLATA		MASCULINO	5	4	2	4	2	3	4	1	4	2	1	3
2021-06-16 00:54:42.739978	ARGENTINA	UNIVERSIDAD NACIONAL DEL LITORAL		MASCULINO	5	2	4	3	2	5	4	3	4	1	5	3
2021-06-16 00:59:25.581491	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PLATA		MASCULINO	4	4	4	4	4	4	4	4	4	4	4	4
2021-06-16 05:01:07.024778	ARGENTINA	UNIVERSIDAD NACIONAL DE RIO NEGRO		FEMENINO	5	4	5	4	4	5	5	5	5	5	5	2
2021-06-16 05:21:07.354907	ARGENTINA	UNIVERSIDAD DE MENDOZA		MASCULINO	4	3	4	4	4	4	4	2	3	2	4	2
2021-06-16 05:22:08.534631	ARGENTINA	UNIVERSIDAD NACIONAL DEL LITORAL		MASCULINO	5	5	5	4	3	5	5	3	4	5	4	3
2021-06-16 06:47:30.163342	ARGENTINA	UNIVERSIDAD NACIONAL DEL LITORAL		FEMENINO	5	4	4	2	1	5	5	1	5	5	5	1
2021-06-16 06:50:45.407860	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		FEMENINO	4	5	4	4	3	4	4	3	3	3	3	3
2021-06-16 06:52:01.410761	ARGENTINA	UNIVERSIDAD CATÓLICA ARGENTINA		FEMENINO	4	5	1	4	4	4	5	5	5	2	2	5
2021-06-16 06:53:54.033105	ARGENTINA	UNIVERSIDAD DE MENDOZA		MASCULINO	5	5	2	3	4	5	5	1	2	4	4	4
2021-06-16 06:59:19.212785	ARGENTINA	UNIVERSIDAD DE MENDOZA		MASCULINO	4	3	4	3	2	4	4	3	3	4	4	3
2021-06-16 07:07:11.857397	ARGENTINA	UNIVERSIDAD NACIONAL DE RIO NEGRO		FEMENINO	5	4	4	3	5	4	5	5	3	4	5	5
2021-06-16 07:20:55.592341	ARGENTINA	UNIVERSIDAD NACIONAL DEL LITORAL		FEMENINO	5	3	5	5	3	5	5	5	5	2	5	2
2021-06-16 07:23:42.193518	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PLATA		FEMENINO	5	4	4	3	4	5	5	4	4	3	5	4
2021-06-16 07:29:48.834927	ARGENTINA	UNIVERSIDAD DE MENDOZA		MASCULINO	4	1	5	1	1	5	5	5	5	1	5	3
2021-06-16 07:31:19.297233	ARGENTINA	UNIVERSIDAD NACIONAL DE RIO NEGRO		MASCULINO	5	5	2	5	5	4	5	3	4	1	4	1
2021-06-16 07:42:49.323278	ARGENTINA	UNIVERSIDAD NACIONAL DE LUJAN		FEMENINO	4	4	5	5	5	5	5	5	1	5	5	4
2021-06-16 07:46:37.530776	ARGENTINA	UNIVERSIDAD NACIONAL DEL LITORAL		FEMENINO	5	4	5	4	2	5	5	2	4	4	4	3
2021-06-16 07:46:51.821969	ARGENTINA	UNIVERSIDAD NACIONAL DEL LITORAL		FEMENINO	5	4	5	5	4	5	4	1	3	4	4	2
2021-06-16 07:49:17.643694	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PLATA		FEMENINO	5	3	4	4	3	5	3	2	3	3	5	3
2021-06-16 07:50:19.698767	ARGENTINA	UNIVERSIDAD DE MENDOZA		FEMENINO	4	4	3	3	3	4	4	1	4	2	5	3
2021-06-16 07:52:50.803654	ARGENTINA	UNIVERSIDAD NACIONAL DE LUJAN		FEMENINO	4	4	5	2	3	5	4	1	4	4	5	3
2021-06-16 07:52:54.749084	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	3	4	4	3	3	4	4	3	4	4	4	2
2021-06-16 07:55:17.908384	ARGENTINA	UNIVERSIDAD NACIONAL DEL LITORAL		MASCULINO	4	4	2	3	4	4	5	1	4	1	4	4
2021-06-16 07:57:33.297623	ARGENTINA	UNIVERSIDAD NACIONAL DE RIO NEGRO		FEMENINO	5	2	4	4	1	5	5	4	4	1	4	4
2021-06-16 07:59:24.008148	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		FEMENINO	2	5	1	1	3	4	5	4	5	5	4	5
2021-06-16 08:02:29.159230	ARGENTINA	UNIVERSIDAD NACIONAL DE RIO CUARTO		MASCULINO	4	4	5	3	1	4	5	1	4	4	1	3
2021-06-16 08:03:40.571276	ARGENTINA	UNIVERSIDAD NACIONAL DE RIO NEGRO		MASCULINO	5	4	5	5	2	5	5	1	5	4	5	5
2021-06-16 08:07:36.158656	ARGENTINA	UNIVERSIDAD DE MENDOZA		FEMENINO	4	4	2	3	2	4	4	2	4	3	4	3
2021-06-16 08:08:11.068815	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PLATA		FEMENINO	3	4	5	5	3	4	4	4	3	3	5	3
2021-06-16 08:08:18.312656	ARGENTINA	UNIVERSIDAD NACIONAL DE RIO NEGRO		FEMENINO	5	4	4	3	4	5	5	3	4	2	4	3
2021-06-16 08:20:06.763664	ARGENTINA	UNIVERSIDAD DE MENDOZA		MASCULINO	3	5	3	4	4	4	4	4	2	4	4	4
2021-06-16 08:26:22.486919	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PATAGONIA SAN JUAN BOSCO		MASCULINO	4	4	3	3	4	5	4	4	1	1	4	3
2021-06-16 08:27:44.657166	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PLATA		MASCULINO	4	3	4	2	2	5	5	4	3	3	3	2
2021-06-16 08:35:56.081718	ARGENTINA	UNIVERSIDAD DE LA CUENCA DEL PLATA		FEMENINO	4	5	4	3	4	5	4	4	4	3	3	3
2021-06-16 08:36:39.371826	ARGENTINA	UNIVERSIDAD NACIONAL DE RIO NEGRO		FEMENINO	1	4	4	5	4	5	5	3	4	1	3	2
2021-06-16 08:37:49.889601	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PATAGONIA SAN JUAN BOSCO		FEMENINO	5	5	4	1	4	5	5	1	5	4	5	3
2021-06-16 08:40:31.608442	ARGENTINA	UNIVERSIDAD DE MENDOZA		MASCULINO	5	4	5	1	2	5	5	4	4	1	5	4
2021-06-16 08:47:00.924824	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PLATA		MASCULINO	4	5	5	3	4	5	5	3	5	3	4	3
2021-06-16 08:48:24.020760	ARGENTINA	UNIVERSIDAD NACIONAL DE RIO NEGRO		FEMENINO	4	4	5	3	4	4	4	3	3	2	5	3
2021-06-16 08:51:46.400376	ARGENTINA	UNIVERSIDAD NACIONAL DEL LITORAL		MASCULINO	3	4	1	5	4	4	4	2	4	1	2	2
2021-06-16 08:51:54.087409	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	5	4	4	4	4	5	4	3	3	3	4	3
2021-06-16 08:53:46.549831	ARGENTINA	UNIVERSIDAD NACIONAL DE LUJAN		MASCULINO	4	2	4	3	4	5	5	1	4	4	5	3
2021-06-16 08:53:47.996599	ARGENTINA	UNIVERSIDAD NACIONAL DE CUYO		FEMENINO	3	5	1	1	3	1	5	1	4	2	4	3
2021-06-16 09:01:03.119259	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PATAGONIA SAN JUAN BOSCO		MASCULINO	4	4	4	4	2	5	5	3	2	1	3	3
2021-06-16 09:03:56.628074	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	4	4	4	2	4	5	5	2	4	4	4	3
2021-06-16 09:24:59.617413	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PATAGONIA SAN JUAN BOSCO		MASCULINO	3	4	5	2	3	5	5	5	5	1	3	3
2021-06-16 09:25:54.686641	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	5	4	5	4	4	5	4	4	4	3	5	5
2021-06-16 09:27:21.065653	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PLATA		FEMENINO	5	3	5	2	5	5	4	3	2	2	4	3
2021-06-16 09:31:33.503448	ARGENTINA	UNIVERSIDAD NACIONAL DE LUJAN		FEMENINO	4	4	2	2	2	3	4	1	4	2	3	1
2021-06-16 09:55:04.296883	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PATAGONIA SAN JUAN BOSCO		FEMENINO	5	4	4	3	4	4	4	3	5	4	5	5
2021-06-16 15:50:10.214092	COLOMBIA		UNIVERSIDAD LIBRE	MASCULINO	4	2	2	2	2	4	5	2	4	4	5	3
2021-06-16 09:40:30.560989	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PLATA		MASCULINO	5	2	5	5	2	5	5	3	4	2	4	3
2021-06-16 09:44:25.797912	ARGENTINA	UNIVERSIDAD DE MENDOZA		MASCULINO	1	5	1	3	3	4	4	1	4	4	5	3
2021-06-16 09:59:26.521004	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PATAGONIA SAN JUAN BOSCO		FEMENINO	3	3	3	1	3	5	3	2	2	4	4	1
2021-06-16 09:45:45.058551	ARGENTINA	UNIVERSIDAD NACIONAL DEL LITORAL		MASCULINO	3	3	5	1	3	4	4	3	3	2	5	3
2021-06-16 15:56:27.391806	ARGENTINA	UNIVERSIDAD NACIONAL DE LUJAN		FEMENINO	5	4	4	1	4	5	5	4	4	2	5	3
2021-06-16 09:47:57.765299	ARGENTINA	UNIVERSIDAD CATÓLICA DE SANTIAGO DEL ESTERO		FEMENINO	5	4	4	4	5	5	5	4	4	4	5	3
2021-06-16 16:06:32.803327	ARGENTINA	UNIVERSIDAD NACIONAL DE LUJAN		MASCULINO	1	1	1	1	1	1	1	1	1	3	1	1
2021-06-16 10:14:35.126336	ARGENTINA	UNIVERSIDAD DE MENDOZA		MASCULINO	4	4	4	3	4	5	5	3	3	4	4	2
2021-06-16 10:14:41.827721	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	5	4	3	3	4	5	5	3	5	1	4	3
2021-06-16 10:39:09.937583	ARGENTINA	UNIVERSIDAD NACIONAL DEL LITORAL		FEMENINO	4	4	4	4	3	5	5	5	4	3	5	1
2021-06-16 10:58:39.729047	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	1	2	2	1	3	4	5	3	3	4	1	3
2021-06-16 11:00:23.994762	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		FEMENINO	5	5	4	3	3	5	4	4	5	4	4	4
2021-06-16 11:00:52.047637	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	4	4	4	1	4	4	4	2	4	4	4	3
2021-06-16 11:04:52.818064	ARGENTINA	UNIVERSIDAD DE LA CUENCA DEL PLATA		FEMENINO	4	4	5	5	1	5	5	4	4	2	4	1
2021-06-16 11:09:57.963594	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		FEMENINO	1	5	5	1	3	2	4	5	5	1	5	5
2021-06-16 11:18:06.438717	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		FEMENINO	5	4	5	3	2	5	5	4	5	1	5	4
2021-06-16 11:21:01.638786	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PATAGONIA SAN JUAN BOSCO		FEMENINO	5	2	2	2	1	4	4	3	3	4	4	3
2021-06-16 11:39:12.856967	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PLATA		MASCULINO	4	4	3	4	2	4	4	4	4	4	4	4
2021-06-16 11:53:29.049758	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	3	2	4	3	4	4	4	2	3	3	4	3
2021-06-16 12:01:21.193298	ARGENTINA	UNIVERSIDAD DE MENDOZA		MASCULINO	4	4	3	2	3	4	4	3	5	2	3	3
2021-06-16 12:06:24.019970	ARGENTINA	UNIVERSIDAD DE MENDOZA		FEMENINO	3	4	2	3	3	4	4	2	4	4	4	3
2021-06-16 12:13:29.304930	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PLATA		MASCULINO	5	2	5	5	4	5	5	4	5	4	4	4
2021-06-16 12:16:48.545438	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		FEMENINO	5	4	3	3	5	4	4	3	4	3	5	3
2021-06-16 12:17:45.447041	ARGENTINA	UNIVERSIDAD CATÓLICA ARGENTINA		MASCULINO	4	4	4	3	4	4	4	4	4	3	3	4
2021-06-16 12:17:58.616972	ARGENTINA	UNIVERSIDAD DE MENDOZA		FEMENINO	4	2	5	5	4	4	4	4	5	5	3	3
2021-06-16 12:29:31.746964	ARGENTINA	UNIVERSIDAD CATÓLICA ARGENTINA		MASCULINO	4	5	1	4	3	4	4	1	1	4	5	4
2021-06-16 12:39:13.785492	ARGENTINA	UNIVERSIDAD NACIONAL DE RIO NEGRO		FEMENINO	1	4	5	1	5	5	5	4	5	5	5	4
2021-06-16 12:40:40.975274	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PATAGONIA SAN JUAN BOSCO		FEMENINO	5	3	5	3	4	5	5	3	2	1	4	1
2021-06-16 12:45:31.908274	ARGENTINA	UNIVERSIDAD NACIONAL DE RIO NEGRO		FEMENINO	4	3	4	4	5	5	5	3	4	4	3	3
2021-06-16 12:47:52.286690	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	5	1	3	4	4	4	4	4	4	1	4	1
2021-06-16 12:57:05.470298	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		FEMENINO	4	4	5	3	4	5	5	3	4	4	4	3
2021-06-16 13:24:36.760568	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PATAGONIA SAN JUAN BOSCO		FEMENINO	5	2	5	4	2	5	5	3	4	1	5	2
2021-06-16 13:37:07.816943	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		FEMENINO	5	4	5	2	3	4	4	2	3	2	5	1
